G1	0.037345
G10	-0.0563927
G11	-0.0368185
G12	0.009723
G2	-0.0056925
G4	-0.03898
G5	-0.0292605
G7	-0.003954
G8	0.047725
G9	0.054405
M1	-0.017733
M2	0.015176
M3	-0.003252
M4	-0.0623881
NG10	-0.0186615
NG11	0.0003045
NG12	0.94807
NG2	-0.03443
NG3	0.0039025
NG5	-0.0487462
NG6	0.02047
NG7	0.065713
NG8	0.94026
NG9	-0.010448
SJ05	0.0177645
SJ06	0.0193543
SJ07	0.00207615
SJ15	0.0427732
SJ16	-1.035e-05
SJ22	0.0129442
SJ23	0.0337195
SJ24	-0.93474
SJ26	0.0451169
SJ27	0.0227382
SJ35	0.130368
SJ36	0.0342157
SJ37	0.0354426
C001	-0.0041696
C002	-0.0011128
C003	-0.000588364
C004	-0.0016917
C005	-0.00609763
C006	-0.00167724
C007	0.000430892
C008	4.7354e-05
C009	-0.00730656
C010	-0.893531
C011	-0.00308858
C012	-0.00767401
C013	-0.00186284
C014	-0.00179734
F001	-0.00659198
F002	-0.00720932
F003	-0.0321293
F004	0.00711225
F005	-0.0187802
F006	0.00743068
F007	-0.00606685
F008	-0.00775378
F009	0.00205855
F010	-0.00488219
F011	-0.00491792
F012	-0.0082936
F013	-0.00341681
F014	-0.00307051
F015	-0.00134656
F016	-0.000914354
F017	-0.0077269
F018	-0.00629397
F019	-0.00611208
F020	-0.00892053
F021	-0.0055295
F022	-0.0041862
F023	-0.00182933
F024	0.00468879
F025	-0.00340547
F026	-0.000550532
F027	-0.00909583
F029	0.00693338
F031	0.00477456
F034	-0.0138579
F036	0.00799791
F037	-0.0121063
F038	0.000775702
F039	-0.00767428
F041	-0.00463463
F042	0.00497319
F043	0.000944953
F044	-0.00813337
F045	-0.00791155
F046	0.00149408
F048	-0.0105795
F050	0.0114283
F052	-0.0236622
F053	0.0111418
F054	0.00777298
F055	0.00838144
F056	-0.00151593
F057	0.00850509
F058	-0.00224781
F059	-0.00608918
F060	0.00969462
P001	-0.0131149
P002	-0.00222476
P003	0.0292475
P004	-0.0290604
P005	-0.00614093
P006	0.00136266
P007	-0.00195094
P008	0.0054665
P009	0.00466062
P010	0.0102221
P011	-0.00166026
P012	0.0070972
P013	0.00322889
P014	0.00418229
P015	-0.00412121
P016	0.946214
P017	-0.0136787
P018	-0.00165536
P019	-0.01038
P020	0.00649978
P021	0.0112062
P022	0.00807664
P023	0.01036
P024	0.0130522
P025	-0.00658301
P026	-0.0264587
P027	-0.00605369
P028	0.00428715
P029	0.00121413
P030	-0.00449751
P031	0.00627992
P032	-0.00244466
P033	0.00595729
P034	-0.0314307
P035	-0.0177453
P036	0.00718306
P037	0.0035515
P038	0.00681677
P039	0.00307335
P040	0.00546546
P041	-0.0118443
P042	0.00217488
P043	0.00770516
P044	-0.015063
P045	0.000259274
P046	0.00394745
P047	-0.958341
P048	0.0126138
P049	0.002933
P050	-0.00181944
P051	-0.0063843
P052	0.0010303
P053	0.00202603
P054	0.00357581
P055	-0.000980666
P056	-0.00677654
P057	0.0111529
P058	-0.0129134
P059	-0.00315743
P060	-0.00713917
P061	0.00911265
P062	0.00806872
P063	0.0162546
P064	-0.0013884
P065	-0.00324754
P066	-0.00286146
P067	-0.00651155
P068	0.0110385
P069	0.00881559
P070	0.991137
P071	0.0105976
P072	-0.00393528
P073	-0.00496842
P074	-0.00623848
P075	0.016585
P076	-0.0036754
P077	-0.00836768
P078	-0.0229671
P079	-0.00566424
P080	-0.00683885
P081	0.964302
P082	-0.000943388
P083	0.0102974
P084	-0.00554021
P085	-0.00314709
P086	0.000843459
P087	0.00986699
P088	0.00058519
P089	0.00085577
P090	0.00054991
P091	-0.000123909
P092	0.00618327
P093	0.00963801
P094	0.00054293
P095	0.0139161
P096	0.00276436
P097	0.00281543
P098	0.0123303
P099	0.00125563
P100	-0.00165999
P101	0.0156255
P102	0.0165104
P103	0.00826752
SJ01	-0.00038515
SJ02	0.0124184
SJ03	0.0137317
SJ04	0.0106416
SJ08	0.0137761
SJ09	0.0111874
SJ10	0.0143702
SJ12	0.00187777
SJ13	0.0139272
SJ14	-6.391e-05
SJ17	0.0147575
SJ18	0.000278759
SJ19	0.0103591
SJ20	0.000862297
SJ21	0.0018433
SJ25	0.00982624
SJ28	0.0138579
SJ29	0.0126597
SJ31	0.0209648
SJ32	0.0273121
SJ33	0.00605364
SJ38	0.0167791
SJ39	0.00379357
SJ40	0.0049656
