G1	-0.00064505
G10	-0.0158671
G11	-0.00928073
G12	-0.0107937
G2	0.00347115
G4	-0.00613573
G5	-0.00767735
G7	-0.0177625
G8	-0.0124519
G9	-0.0125891
M1	-0.0133899
M2	-0.0166533
M3	-0.0170179
M4	0.0140181
NG10	-0.0202374
NG11	-0.0167612
NG12	0.0149231
NG2	-0.0292709
NG3	-0.00987186
NG5	0.547821
NG6	-0.031066
NG7	0.535905
NG8	-0.035463
NG9	-0.00923952
SJ05	-0.00262689
SJ06	0.00356111
SJ07	-0.0206758
SJ15	0.0243452
SJ16	-0.026248
SJ22	-0.0701172
SJ23	-0.057487
SJ24	0.018816
SJ26	-0.0404022
SJ27	-0.0467704
SJ35	-0.0264737
SJ36	-0.0467935
SJ37	-0.0870873
C001	-0.00306066
C002	-0.00429915
C003	-0.00538632
C004	0.00074761
C005	-0.00465601
C006	-0.00174711
C007	-0.00563301
C008	-0.00515567
C009	-0.00322406
C010	-0.00101485
C011	0.00308119
C012	-0.00431993
C013	-0.00253264
C014	-0.00243808
F001	-0.00019354
F002	4.6902e-05
F003	-0.00298197
F004	-0.00064532
F005	-0.000197512
F006	-0.00153378
F007	0.00160262
F008	-0.00188357
F009	-0.00260443
F010	0.00178677
F011	-0.00130588
F012	0.000755222
F013	-0.000626515
F014	-0.00161525
F015	-0.00159507
F016	-0.000435562
F017	-0.00124471
F018	-0.00111675
F019	-0.00149168
F020	0.0006562
F021	-0.00246924
F022	-0.00065172
F023	0.000686434
F024	-0.00102117
F025	-0.0024064
F026	-0.00019001
F027	0.00545928
F029	-0.00178691
F031	0.00251081
F034	0.00771117
F036	-0.00262508
F037	-0.00320489
F038	-0.00177974
F039	0.00971376
F041	0.00869638
F042	0.000729405
F043	-0.00109354
F044	0.00299101
F045	0.00472995
F046	-0.00404088
F048	0.029433
F050	0.00078329
F052	0.00705647
F053	-0.00284237
F054	-0.00342006
F055	-0.00347584
F056	-0.00216665
F057	-0.00305816
F058	-0.00166187
F059	-0.00103185
F060	-0.00195068
P001	-0.00337384
P002	0.00230368
P003	-0.00324909
P004	0.00238212
P005	-0.000211857
P006	-0.00401994
P007	0.00386224
P008	-0.00487765
P009	-0.00257451
P010	-0.00508815
P011	-0.00145032
P012	-0.00424423
P013	-0.00501576
P014	0.00502722
P015	-0.00196553
P016	0.0035457
P017	-0.000347159
P018	0.00101424
P019	0.0035931
P020	0.00165005
P021	-0.00555682
P022	-0.00428077
P023	-0.00268064
P024	-0.0225503
P025	0.00130151
P026	-0.00599618
P027	-0.00375762
P028	-0.00530871
P029	-0.00361649
P030	-0.00238367
P031	-0.00036979
P032	-0.0036798
P033	-0.00384135
P034	-0.00102007
P035	-0.00626531
P036	-9.0532e-05
P037	-0.00305019
P038	-0.0055231
P039	-0.00500102
P040	-0.00359465
P041	-0.0034613
P042	-0.00637425
P043	-0.000657355
P044	-0.00612346
P045	-0.0013511
P046	-0.00174384
P047	-0.0100527
P048	-0.00788522
P049	-0.0196141
P050	-0.00362027
P051	-0.00191798
P052	-6.37e-06
P053	-0.00543735
P054	-0.00418199
P055	0.00226907
P056	0.00052263
P057	-0.00469031
P058	-0.000918433
P059	-0.00357354
P060	-0.00230943
P061	-0.003692
P062	-0.00468805
P063	-0.0169924
P064	-0.000764066
P065	-0.00167948
P066	-0.00327968
P067	-0.00126881
P068	-0.00241261
P069	-0.00171454
P070	-0.0120932
P071	-0.0026833
P072	-0.0205114
P073	0.00491793
P074	-0.00702676
P075	0.00636329
P076	-0.000450013
P077	0.00167747
P078	-0.00555189
P079	-0.00370724
P080	-0.00115033
P081	0.00126999
P082	-0.000835938
P083	-0.00272527
P084	0.00066634
P085	0.00839871
P086	0.0008752
P087	-0.00278135
P088	0.0020248
P089	0.00200502
P090	0.00784474
P091	0.00338668
P092	0.00172082
P093	-0.00248035
P094	-0.00154751
P095	-0.00197391
P096	0.00255033
P097	-0.00267154
P098	-0.00183072
P099	0.00174207
P100	0.00130188
P101	-0.00382852
P102	-0.00229285
P103	3.8966e-05
SJ01	9.03e-05
SJ02	-0.0113697
SJ03	-0.00448509
SJ04	-0.00267394
SJ08	-0.011788
SJ09	-0.00312236
SJ10	-0.00715517
SJ12	-0.00307398
SJ13	-0.00539154
SJ14	0.576111
SJ17	-0.00516905
SJ18	-0.00335073
SJ19	-0.00141222
SJ20	-0.00370071
SJ21	-0.00194707
SJ25	-0.000738671
SJ28	-0.00179199
SJ29	-0.00984236
SJ31	-0.0155423
SJ32	-0.0210403
SJ33	-0.0106466
SJ38	-0.00468978
SJ39	-0.00104564
SJ40	-0.00035295
